"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","behavior","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEpochOrLowestSeries","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEpochOrHighestSeries","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1738",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"M.14160","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-04-15T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4001952",NA,NA,"Macropodidae",9372,NA,"Australia","1101188238","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6c3fa71f-7d8a-4bde-8988-c98143a132d1",NA,NA,NA,"AM",NA,NA,NA,"AU",1101188238,"Animalia",1,NA,"2016-08-19T08:06:58.909+0000","2016-08-04T14:22:40.154+0000","2015-07-17T07:02:06.728+0000",-20.25,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Mt. Dryander 4kms N of Proserpine (20° 15' S, 148° 32' E) 15/04/1975 - 15/04/1975, Field Collected - Terrestrial"";",148.533,NA,NA,4,NA,"6c3fa71f-7d8a-4bde-8988-c98143a132d1",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Gibson, L",NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile Wallaby",1975,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1743",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM1258","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-08-16T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066621485","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c35c7d1f-971d-4480-82ad-08472272ef54",NA,NA,NA,"QM",NA,NA,NA,"AU",1066621485,"Animalia",1,NA,"2015-10-19T05:51:14.754+0000","2016-08-04T10:56:02.980+0000","2015-04-30T09:48:35.295+0000",-15.83333,NA,NA,NA,NA,"-",NA,NA,NA,144.83333,NA,NA,8,NA,"c35c7d1f-971d-4480-82ad-08472272ef54",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile wallaby",1975,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1750",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U2503","Mammalia",359,"Daly River-Claravale Crossing, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-08-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1085843742","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7ebb610-39e8-492e-b73b-b165564ac443",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085843742,"Animalia",1,NA,"2016-08-19T07:37:39.486+0000","2016-08-04T02:31:04.054+0000","2015-05-13T22:31:13.467+0000",-14.36667,NA,NA,NA,NA,"Daly River-Claravale Crossing",NA,NA,NA,131.55,NA,NA,8,NA,"c7ebb610-39e8-492e-b73b-b165564ac443",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1974,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1757",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M9016","Mammalia",359,"Cardwell, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-04-24T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","500905724","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",500905724,"Animalia",1,NA,"2013-09-07T07:22:29.000+0000","2016-08-04T15:41:04.497+0000",NA,-18.266,NA,NA,NA,NA,"Cardwell",NA,NA,NA,146.016,NA,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kowanko A.",NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1973,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1760",NA,"Northern Territory","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M07996","Mammalia",359,"MUIRELLA PARK, 12 KM ESE OF NOURLANGIE ROCK, Northern Territory, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-07-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332032987","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e26beac1-6e82-449a-8ad9-85307ff435b3",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332032987,"Animalia",1,NA,"2016-08-19T07:26:19.831+0000","2016-08-03T11:46:16.559+0000","2015-04-30T07:14:31.410+0000",-12.85,NA,NA,NA,NA,"MUIRELLA PARK, 12 KM ESE OF NOURLANGIE ROCK",NA,NA,NA,132.75,NA,NA,7,NA,"e26beac1-6e82-449a-8ad9-85307ff435b3",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile Wallaby",1973,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1768","http://vertnet.org/resources/norms.html","Northern Territory",NA,NA,"PRESERVED_SPECIMEN",NA,"122694","Mammalia",359,"100MI E DARWIN, Northern Territory, Australia, OCEANIA","Mammals","urn:lsid:biocol.org:col:34916","OCEANIA",NA,124726,"Australia",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1972-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","784013130","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","Extent is half the longest distance across the town from E to W","ArcView GNS data","requires verification","MARSUPIALIA | MACROPODIDAE | MACROPUS","| Australia | Northern Territory |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:122694",NA,NA,NA,"UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"AU",784013130,"Animalia",1,"en","2015-07-16T13:29:06.962+0000","2016-08-04T00:58:54.714+0000","2015-04-07T16:40:41.580+0000",-12.46667,NA,NA,NA,NA,"100MI E DARWIN",NA,NA,NA,132.31371,NA,"2015-04-06T00:00:00.000+0000",NA,"ICZN","urn:catalog:UMMZ:Mammals:122694","20-25 SEP","present","Diprotodontia",1452,NA,NA,NA,"Chordata",44,"Skeleton | Skin | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","M.C. WORSTER","MZ2959","http://portal.vertnet.org/o/ummz/mammals?id=122694",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,"Macropus agilis (Gould, 1841)","MALE","Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES","PhysicalObject",NA,"decimal degrees",NA,"1972","AUSTRALIA | NORTHERN TERRITORY | 100MI E DARWIN",NA,NA,1972,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1774",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"J22120","Mammalia",359,"-, Western Australia, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-07-30T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066615648","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5e2f2c1b-e926-48e7-a59f-ffc3cb60dcc1",NA,NA,NA,"QM",NA,NA,NA,"AU",1066615648,"Animalia",1,NA,"2015-10-19T05:51:13.787+0000","2016-08-04T10:56:16.585+0000","2015-04-30T09:48:31.071+0000",-18.1,NA,NA,NA,NA,"-",NA,NA,NA,124.51667,NA,NA,7,NA,"5e2f2c1b-e926-48e7-a59f-ffc3cb60dcc1",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile wallaby",1971,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1780",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"JM2248","Mammalia",359,"-, Western Australia, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-05-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066624974","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fec5ee6b-2a33-4df5-a27b-be36fecb2d6b",NA,NA,NA,"QM",NA,NA,NA,"AU",1066624974,"Animalia",1,NA,"2015-10-19T05:51:15.305+0000","2016-08-04T10:56:12.718+0000","2015-04-30T09:48:38.125+0000",-17.31667,NA,NA,NA,NA,"-",NA,NA,NA,123.63333,NA,NA,5,NA,"fec5ee6b-2a33-4df5-a27b-be36fecb2d6b",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile wallaby",1970,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1786",NA,"Northern Territory","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M03474","Mammalia",359,"EX 71 MILE, ADELAIDE RIVER TOWN AREA, Northern Territory, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-04-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332032984","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1b8d8164-bd30-43fa-9e92-903cad3e5961",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332032984,"Animalia",1,NA,"2016-08-19T07:26:18.797+0000","2016-08-03T11:46:17.014+0000","2015-04-30T07:14:28.796+0000",-13.2333,NA,NA,NA,NA,"EX 71 MILE, ADELAIDE RIVER TOWN AREA",NA,NA,"AIB3",131.15,NA,NA,4,NA,"1b8d8164-bd30-43fa-9e92-903cad3e5961",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile Wallaby",1969,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1787",NA,"Northern Territory",NA,NA,"PRESERVED_SPECIMEN",NA,"M.9359","Mammalia",359,"Northern Territory, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-07-29T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4007290",NA,NA,"Macropodidae",9372,NA,"Australia","1101235725","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24de9902-a8af-426e-a6ea-08fbe86e14ee",NA,NA,NA,"AM",NA,NA,NA,"AU",1101235725,"Animalia",1,NA,"2016-08-19T08:07:07.421+0000","2016-08-04T14:22:13.951+0000","2015-07-17T07:05:29.568+0000",-13.716,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Northern Territory, GIMBAT STN S ALLIGATOR R (13° 43' S, 132° 54' E) 29/07/1969 - 29/07/1969, Field Collected - Terrestrial"";",132.9,NA,NA,7,NA,"24de9902-a8af-426e-a6ea-08fbe86e14ee",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","RICHARDSON, B",NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile Wallaby",1969,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"1789","http://www.vertnet.org/resources/norms.html","Western Province",NA,NA,"PRESERVED_SPECIMEN",NA,"140161","Mammalia",359,"Wipim, 14 mi N and 20 mi W Daru, Western Province, Papua New Guinea","Mammal specimens","urn:lsid:biocol.org:col:34904",NA,NA,1202,"Papua New Guinea",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",16,NA,NA,NA,"sex=male",NA,NA,NA,NA,"228",NA,"1969-08-16T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Papua New Guinea","1145710100","Macropus","Macropus",2440171,"WGS84",NA,"Carla H. Kishinami","2003-04-09 00:00:00.0","MaNIS georeferencing guidelines",NA,"Map: Royal Australian Survey Corps, Wipim, sheet #7480 (Edition 1) Series T601, 1977","unverified","Animalia; Chordata; Mammalia; Diprotodontia; Macropodidae; Macropodinae;  Peters and Doria, 1875","Pacific Ocean, Papua New Guinea, Western Province",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:140161?seid=170350",1,NA,"papuanus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"PG",1145710100,"Animalia",1,"en","2016-08-09T09:38:03.090+0000","2016-08-09T09:38:53.275+0000","2016-08-09T09:38:03.359+0000",-8.78578883232291,NA,NA,NA,NA,"Wipim, 14 mi N and 20 mi W Daru","Carla H. Kishinami",NA,NA,142.876422569293,NA,NA,8,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:140161?seid=170350",NA,NA,"Diprotodontia",1452,"http://arctos.database.museum/guid/MVZ:Mamm:140161","Alpha Helix Expedition=AH-3855; collector number=547",NA,"Chordata",44,"skin; skull","<i>Macropus agilis papuanus</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): William R. Johnson, L. Medway","547","http://arctos.database.museum/guid/MVZ:Mamm:140161",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Macropus agilis subsp. papuanus Peters & Doria, 1875","MALE","Macropus agilis",5219975,"agilis",NA,NA,5219976,"SUBSPECIES","PhysicalObject",NA,"decimal degrees",NA,"16 Aug 1969","Wipim, 14 mi N and 20 mi W Daru",NA,NA,1969,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"New Guinea","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",26.5043524997,7.71138240796,TRUE
"1790",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"J18078","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.01667,500,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-09-21T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066614133","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2391dfed-bfcc-40a8-9f7e-d18cbb660042",NA,NA,"jardinii","QM",NA,NA,NA,"AU",1066614133,"Animalia",1,NA,"2015-10-19T05:51:13.562+0000","2016-08-04T10:56:16.843+0000","2015-04-30T09:48:29.887+0000",-18.04167,NA,NA,NA,NA,"-",NA,NA,NA,145.80833,NA,NA,9,NA,"2391dfed-bfcc-40a8-9f7e-d18cbb660042",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus agilis subsp. jardinii De Vis, 1884",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219979,"SUBSPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1969,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
